time,longitude,latitude,>= 0.3Âµm,>= 0.5Âµm,>= 1.0Âµm,>= 2.5Âµm,>= 5.0Âµm,>= 10.0Âµm
2/18/26 18:57,null,null,53,47,7,0,0,0
2/18/26 18:57,null,null,72,63,12,0,0,0
2/18/26 18:57,null,null,77,69,11,1,0,0
2/18/26 18:58,null,null,52,48,7,0,0,0
2/18/26 18:58,null,null,45,39,8,1,0,0
2/18/26 18:58,null,null,52,43,11,2,0,0
2/18/26 18:58,null,null,46,39,13,3,1,1
2/18/26 18:58,null,null,38,36,8,1,0,0
2/18/26 18:58,null,null,57,52,5,0,0,0
2/18/26 18:58,null,null,67,54,5,0,0,0
2/18/26 18:58,null,null,55,41,6,0,0,0
2/18/26 18:58,null,null,41,32,6,0,0,0
2/18/26 18:58,null,null,35,28,8,1,0,0
2/18/26 18:58,null,null,45,36,8,2,1,0
2/18/26 18:59,null,null,48,35,5,1,0,0
2/18/26 18:59,null,null,40,31,5,0,0,0
2/18/26 18:59,null,null,48,41,8,0,0,0
2/18/26 18:59,null,null,58,51,8,0,0,0
2/18/26 18:59,null,null,43,35,4,0,0,0
2/18/26 18:59,null,null,37,30,2,0,0,0
2/18/26 18:59,null,null,39,34,4,0,0,0
2/18/26 18:59,null,null,39,29,2,0,0,0
2/18/26 18:59,null,null,43,31,3,0,0,0
2/18/26 18:59,null,null,40,31,6,1,1,0
2/18/26 18:59,null,null,37,28,5,1,1,0
2/18/26 18:59,null,null,41,35,5,0,0,0
2/18/26 19:00,null,null,42,38,3,1,0,0
2/18/26 19:00,null,null,51,46,5,1,0,0
2/18/26 19:00,null,null,77,66,10,3,2,0
2/18/26 19:00,null,null,66,52,8,2,1,0
2/18/26 19:00,null,null,44,35,4,0,0,0
2/18/26 19:00,null,null,48,41,4,1,1,0
2/18/26 19:00,null,null,50,41,6,0,0,0
2/18/26 19:00,null,null,55,45,6,1,1,0
2/18/26 19:00,null,null,53,46,6,1,1,0
2/18/26 19:00,null,null,43,42,7,2,2,0
2/18/26 19:00,null,null,66,65,11,3,0,0
2/18/26 19:01,null,null,90,85,15,4,0,0
2/18/26 19:01,null,null,70,60,11,3,0,0
2/18/26 19:01,null,null,51,39,9,1,0,0
2/18/26 19:01,null,null,47,38,11,0,0,0
2/18/26 19:01,null,null,43,32,7,0,0,0
2/18/26 19:01,null,null,41,31,6,0,0,0
2/18/26 19:01,null,null,47,40,5,0,0,0
2/18/26 19:01,null,null,53,48,10,0,0,0
2/18/26 19:01,null,null,48,46,11,0,0,0
2/18/26 19:01,null,null,45,43,8,0,0,0
2/18/26 19:01,null,null,48,40,6,0,0,0
2/18/26 19:01,null,null,47,37,5,0,0,0
2/18/26 19:02,null,null,54,45,4,0,0,0
2/18/26 19:02,null,null,87,75,8,0,0,0
2/18/26 19:02,null,null,80,65,11,0,0,0
2/18/26 19:02,null,null,37,28,8,0,0,0
2/18/26 19:02,null,null,23,21,4,0,0,0
2/18/26 19:02,null,null,39,37,3,0,0,0
2/18/26 19:02,null,null,50,48,5,0,0,0
2/18/26 19:02,null,null,44,43,10,2,0,0
2/18/26 19:02,null,null,73,61,10,1,0,0
2/18/26 19:02,null,null,82,68,8,0,0,0
2/18/26 19:02,null,null,55,50,8,1,1,0
2/18/26 19:03,null,null,55,54,7,2,0,0
2/18/26 19:03,null,null,48,45,4,1,0,0
2/18/26 19:03,null,null,34,30,4,0,0,0
2/18/26 19:03,null,null,50,45,11,2,1,0
2/18/26 19:03,null,null,75,71,13,2,2,0
2/18/26 19:03,null,null,72,71,9,1,1,0
2/18/26 19:03,null,null,46,42,5,0,0,0
2/18/26 19:03,null,null,32,26,5,0,0,0
2/18/26 19:03,null,null,38,33,6,1,0,0
2/18/26 19:03,null,null,41,35,5,1,0,0
2/18/26 19:03,null,null,32,29,3,1,0,0
2/18/26 19:04,null,null,28,27,3,0,0,0
2/18/26 19:04,null,null,36,31,4,0,0,0
2/18/26 19:04,null,null,39,32,6,2,1,0
2/18/26 19:04,null,null,41,31,4,1,0,0
2/18/26 19:04,null,null,55,38,4,0,0,0
2/18/26 19:04,null,null,53,39,7,1,0,0
2/18/26 19:04,null,null,47,37,5,2,1,1
2/18/26 19:04,null,null,45,31,3,1,1,0
2/18/26 19:04,null,null,54,43,4,1,1,0
2/18/26 19:04,null,null,54,46,6,0,0,0
2/18/26 19:04,null,null,42,32,5,0,0,0
2/18/26 19:04,null,null,36,28,2,0,0,0
2/18/26 19:05,null,null,29,24,4,0,0,0
2/18/26 19:05,null,null,34,30,4,0,0,0
2/18/26 19:05,null,null,44,39,4,0,0,0
2/18/26 19:05,null,null,53,49,9,1,0,0
2/18/26 19:05,null,null,50,46,12,2,0,0
2/18/26 19:05,null,null,59,49,10,3,0,0
2/18/26 19:05,null,null,53,41,6,2,0,0
2/18/26 19:05,null,null,30,24,5,0,0,0
2/18/26 19:05,null,null,39,33,7,0,0,0
2/18/26 19:05,null,null,55,41,13,0,0,0
2/18/26 19:05,null,null,57,44,15,1,0,0
2/18/26 19:06,null,null,48,40,8,0,0,0
2/18/26 19:06,null,null,48,41,4,0,0,0
2/18/26 19:06,null,null,51,42,9,2,1,0
2/18/26 19:06,null,null,39,32,12,2,1,0
2/18/26 19:06,null,null,29,25,9,1,1,1
2/18/26 19:06,null,null,34,29,6,0,0,0
2/18/26 19:06,null,null,36,31,6,0,0,0
2/18/26 19:06,null,null,34,30,8,0,0,0
2/18/26 19:06,null,null,29,25,6,1,1,0
2/18/26 19:06,null,null,26,24,4,1,0,0
2/18/26 19:06,null,null,30,27,3,1,0,0
2/18/26 19:06,null,null,38,33,5,0,0,0
2/18/26 19:07,null,null,53,46,11,1,1,0
2/18/26 19:07,null,null,45,39,9,0,0,0
2/18/26 19:07,null,null,28,23,3,0,0,0
2/18/26 19:07,null,null,23,19,1,0,0,0
2/18/26 19:07,null,null,19,17,1,0,0,0
2/18/26 19:07,null,null,28,26,5,3,2,2
2/18/26 19:07,null,null,34,31,9,3,1,1
2/18/26 19:07,null,null,35,32,6,1,0,0
2/18/26 19:07,null,null,36,32,4,1,1,0
2/18/26 19:07,null,null,41,33,6,1,0,0
2/18/26 19:07,null,null,33,27,7,1,0,0
2/18/26 19:08,null,null,30,26,10,0,0,0
2/18/26 19:08,null,null,35,30,12,0,0,0
2/18/26 19:08,null,null,27,25,6,0,0,0
2/18/26 19:08,null,null,28,27,4,0,0,0
2/18/26 19:08,null,null,31,29,7,0,0,0
2/18/26 19:08,null,null,29,28,9,1,0,0
2/18/26 19:08,null,null,31,29,7,0,0,0
2/18/26 19:08,null,null,36,26,6,1,0,0
2/18/26 19:08,null,null,57,38,6,1,0,0
2/18/26 19:08,null,null,59,46,10,2,2,0
2/18/26 19:08,null,null,45,41,12,1,1,0
2/18/26 19:09,null,null,37,33,6,0,0,0
2/18/26 19:09,null,null,26,22,0,0,0,0
2/18/26 19:09,null,null,28,24,3,0,0,0
2/18/26 19:09,null,null,37,30,5,1,1,0
2/18/26 19:09,null,null,45,33,5,2,1,0
2/18/26 19:09,null,null,49,36,7,3,2,0
2/18/26 19:09,null,null,49,41,7,1,1,0
2/18/26 19:09,null,null,64,54,7,1,1,0
2/18/26 19:09,null,null,61,54,6,0,0,0
2/18/26 19:09,null,null,40,38,6,0,0,0
2/18/26 19:09,null,null,36,32,12,2,0,0
2/18/26 19:09,null,null,30,27,11,3,0,0
2/18/26 19:10,null,null,29,26,5,1,0,0
2/18/26 19:10,null,null,25,21,3,0,0,0
2/18/26 19:10,null,null,18,16,1,0,0,0
2/18/26 19:10,null,null,14,12,2,0,0,0
2/18/26 19:10,null,null,15,14,5,0,0,0
2/18/26 19:10,null,null,25,25,8,0,0,0
2/18/26 19:10,null,null,40,36,7,1,0,0
2/18/26 19:10,null,null,39,31,4,1,0,0
2/18/26 19:10,null,null,40,28,5,1,0,0
2/18/26 19:10,null,null,57,42,5,0,0,0
2/18/26 19:10,null,null,60,47,4,0,0,0
2/18/26 19:11,null,null,49,39,4,1,0,0
2/18/26 19:11,null,null,40,35,3,2,1,0
2/18/26 19:11,null,null,39,34,6,0,0,0
2/18/26 19:11,null,null,33,29,9,0,0,0
2/18/26 19:11,null,null,29,25,7,0,0,0
2/18/26 19:11,null,null,38,32,5,1,1,0
2/18/26 19:11,null,null,46,39,6,0,0,0
2/18/26 19:11,null,null,38,32,5,0,0,0
2/18/26 19:11,null,null,30,26,3,0,0,0
2/18/26 19:11,null,null,29,24,3,0,0,0
2/18/26 19:11,null,null,35,31,7,1,0,0
2/18/26 19:12,null,null,59,55,6,2,1,0
2/18/26 19:12,null,null,46,42,3,1,0,0
2/18/26 19:12,null,null,33,30,4,0,0,0
2/18/26 19:12,null,null,49,39,4,0,0,0
2/18/26 19:12,null,null,54,36,11,2,0,0
2/18/26 19:12,null,null,77,60,17,4,0,0
2/18/26 19:12,null,null,119,96,14,3,0,0
2/18/26 19:12,null,null,97,76,9,1,0,0
2/18/26 19:12,null,null,48,40,8,1,0,0
2/18/26 19:12,null,null,33,28,7,1,0,0
2/18/26 19:12,null,null,23,18,5,1,0,0
2/18/26 19:12,null,null,29,23,7,2,0,0
2/18/26 19:13,null,null,36,29,6,1,0,0
2/18/26 19:13,null,null,26,19,2,0,0,0
2/18/26 19:13,null,null,29,23,4,0,0,0
2/18/26 19:13,null,null,41,37,8,0,0,0
2/18/26 19:13,null,null,65,58,8,0,0,0
2/18/26 19:13,null,null,66,57,7,1,0,0
2/18/26 19:13,null,null,37,34,5,1,1,0
2/18/26 19:13,null,null,58,53,7,2,2,0
2/18/26 19:13,null,null,87,70,11,3,2,0
2/18/26 19:13,null,null,56,42,9,2,1,1
2/18/26 19:13,null,null,20,16,4,1,1,0
2/18/26 19:14,null,null,20,14,4,1,1,0
2/18/26 19:14,null,null,28,24,4,0,0,0
2/18/26 19:14,null,null,29,26,6,1,0,0
2/18/26 19:14,null,null,36,28,8,1,0,0
2/18/26 19:14,null,null,42,31,11,0,0,0
2/18/26 19:14,null,null,36,29,13,2,0,0
2/18/26 19:14,null,null,26,25,9,1,0,0
2/18/26 19:14,null,null,23,23,5,1,0,0
2/18/26 19:14,null,null,32,31,5,2,0,0
2/18/26 19:14,null,null,31,25,2,1,0,0
2/18/26 19:14,null,null,38,25,3,1,0,0
2/18/26 19:14,null,null,35,26,4,0,0,0
2/18/26 19:15,null,null,23,21,4,1,0,0
2/18/26 19:15,null,null,20,19,5,1,0,0
2/18/26 19:15,null,null,26,20,4,2,1,0
2/18/26 19:15,null,null,35,24,5,1,0,0
2/18/26 19:15,null,null,37,23,7,1,0,0
2/18/26 19:15,null,null,48,35,5,0,0,0
2/18/26 19:15,null,null,54,43,3,0,0,0
2/18/26 19:15,null,null,43,35,3,0,0,0
2/18/26 19:15,null,null,45,39,5,0,0,0
2/18/26 19:15,null,null,46,42,6,1,0,0
2/18/26 19:15,null,null,38,38,6,1,0,0
2/18/26 19:16,null,null,38,36,7,1,1,0
2/18/26 19:16,null,null,33,28,10,0,0,0
2/18/26 19:16,null,null,29,22,9,1,0,0
2/18/26 19:16,null,null,36,31,9,2,0,0
2/18/26 19:16,null,null,42,39,12,1,1,0
2/18/26 19:16,null,null,41,38,11,0,0,0
2/18/26 19:16,null,null,35,33,9,0,0,0
2/18/26 19:16,null,null,29,27,7,0,0,0
2/18/26 19:16,null,null,29,28,11,2,1,0
2/18/26 19:16,null,null,29,28,13,1,1,0
2/18/26 19:16,null,null,46,41,9,1,1,0
2/18/26 19:17,null,null,70,53,7,1,1,0
2/18/26 19:17,null,null,57,38,6,0,0,0
2/18/26 19:17,null,null,45,33,10,1,1,0
2/18/26 19:17,null,null,49,40,15,5,1,0
2/18/26 19:17,null,null,34,29,11,6,2,0
2/18/26 19:17,null,null,24,22,6,2,1,0
2/18/26 19:17,null,null,27,25,6,1,1,1
2/18/26 19:17,null,null,30,27,7,0,0,0
2/18/26 19:17,null,null,35,30,9,0,0,0
2/18/26 19:17,null,null,35,31,10,2,0,0
2/18/26 19:17,null,null,32,27,6,1,0,0
2/18/26 19:17,null,null,28,23,4,0,0,0
2/18/26 19:18,null,null,23,22,5,1,0,0
2/18/26 19:18,null,null,28,28,4,1,0,0
2/18/26 19:18,null,null,35,29,6,1,0,0
2/18/26 19:18,null,null,38,28,8,0,0,0
2/18/26 19:18,null,null,31,24,6,0,0,0
2/18/26 19:18,null,null,28,24,4,0,0,0
2/18/26 19:18,null,null,32,31,6,0,0,0
2/18/26 19:18,null,null,30,27,6,0,0,0
2/18/26 19:18,null,null,26,23,3,0,0,0
2/18/26 19:18,null,null,42,36,7,0,0,0
2/18/26 19:18,null,null,50,39,8,1,1,0
2/18/26 19:19,null,null,34,23,4,0,0,0
2/18/26 19:19,null,null,28,21,7,0,0,0
2/18/26 19:19,null,null,36,33,7,1,1,0
2/18/26 19:19,null,null,38,33,5,0,0,0
2/18/26 19:19,null,null,46,37,16,0,0,0
2/18/26 19:19,null,null,50,41,16,1,1,0
2/18/26 19:19,null,null,49,40,5,1,0,0
2/18/26 19:19,null,null,36,30,3,0,0,0
2/18/26 19:19,null,null,19,19,2,0,0,0
2/18/26 19:19,null,null,23,23,1,0,0,0
2/18/26 19:19,null,null,39,37,5,0,0,0
2/18/26 19:19,null,null,42,37,7,1,0,0
2/18/26 19:20,null,null,55,49,9,0,0,0
2/18/26 19:20,null,null,55,52,9,0,0,0
2/18/26 19:20,null,null,33,28,8,1,0,0
2/18/26 19:20,null,null,35,28,10,2,0,0
2/18/26 19:20,null,null,35,30,9,5,0,0
2/18/26 19:20,null,null,40,33,10,5,0,0
2/18/26 19:20,null,null,36,27,7,1,0,0
2/18/26 19:20,null,null,33,28,7,2,1,1
2/18/26 19:20,null,null,35,34,8,3,0,0
2/18/26 19:20,null,null,42,38,9,2,0,0
2/18/26 19:20,null,null,40,36,8,2,0,0
2/18/26 19:21,null,null,25,21,3,1,0,0
2/18/26 19:21,null,null,26,23,6,0,0,0
2/18/26 19:21,null,null,30,28,9,0,0,0
2/18/26 19:21,null,null,84,75,12,2,0,0
2/18/26 19:21,null,null,82,73,9,2,1,0
2/18/26 19:21,null,null,27,25,2,1,0,0
2/18/26 19:21,null,null,65,57,5,1,0,0
2/18/26 19:21,null,null,69,61,7,0,0,0
2/18/26 19:21,null,null,30,28,7,0,0,0
2/18/26 19:21,null,null,27,21,5,0,0,0
2/18/26 19:21,null,null,30,22,6,0,0,0
2/18/26 19:22,null,null,29,24,5,0,0,0
2/18/26 19:22,null,null,32,27,2,0,0,0
2/18/26 19:22,null,null,30,27,5,1,1,0
2/18/26 19:22,null,null,27,24,6,0,0,0
2/18/26 19:22,null,null,29,24,5,0,0,0
2/18/26 19:22,null,null,30,25,3,0,0,0
2/18/26 19:22,null,null,29,27,2,0,0,0
2/18/26 19:22,null,null,45,36,5,0,0,0
2/18/26 19:22,null,null,60,43,12,1,1,0
2/18/26 19:22,null,null,45,34,13,0,0,0
2/18/26 19:22,null,null,25,20,5,0,0,0
2/18/26 19:22,null,null,26,25,2,0,0,0
2/18/26 19:23,null,null,40,39,3,1,1,0
2/18/26 19:23,null,null,47,42,5,0,0,0
2/18/26 19:23,null,null,44,36,7,0,0,0
2/18/26 19:23,null,null,35,27,4,0,0,0
2/18/26 19:23,null,null,57,46,4,0,0,0
2/18/26 19:23,null,null,70,59,7,1,0,0
2/18/26 19:23,null,null,43,35,4,0,0,0
2/18/26 19:23,null,null,22,19,4,1,0,0
2/18/26 19:23,null,null,26,23,8,1,0,0
2/18/26 19:23,null,null,35,31,8,1,1,0
2/18/26 19:23,null,null,33,26,4,0,0,0
2/18/26 19:24,null,null,35,24,4,0,0,0
2/18/26 19:24,null,null,34,26,4,0,0,0
2/18/26 19:24,null,null,32,30,4,2,2,0
2/18/26 19:24,null,null,52,45,6,3,2,0
2/18/26 19:24,null,null,47,39,7,2,1,0
2/18/26 19:24,null,null,30,23,9,2,1,0
2/18/26 19:24,null,null,31,23,6,1,1,1
2/18/26 19:24,null,null,31,24,3,0,0,0
2/18/26 19:24,null,null,38,31,3,0,0,0
2/18/26 19:24,null,null,37,29,2,0,0,0
2/18/26 19:24,null,null,32,24,4,0,0,0
2/18/26 19:24,null,null,48,37,10,4,3,0
2/18/26 19:25,null,null,51,41,12,5,4,1
2/18/26 19:25,null,null,54,49,8,1,0,0
2/18/26 19:25,null,null,50,47,6,0,0,0
2/18/26 19:25,null,null,47,46,7,0,0,0
2/18/26 19:25,null,null,51,50,7,0,0,0
2/18/26 19:25,null,null,33,31,3,0,0,0
2/18/26 19:25,null,null,29,25,4,1,0,0
2/18/26 19:25,null,null,24,20,5,1,0,0
2/18/26 19:25,null,null,22,18,6,1,0,0
2/18/26 19:25,null,null,23,19,7,0,0,0
2/18/26 19:25,null,null,21,19,5,0,0,0
2/18/26 19:26,null,null,18,15,2,0,0,0
2/18/26 19:26,null,null,22,20,7,0,0,0
2/18/26 19:26,null,null,34,30,10,0,0,0
2/18/26 19:26,null,null,28,23,7,0,0,0
2/18/26 19:26,null,null,23,20,5,0,0,0
2/18/26 19:26,null,null,34,33,3,0,0,0
2/18/26 19:26,null,null,43,38,1,0,0,0
2/18/26 19:26,null,null,53,43,1,0,0,0
2/18/26 19:26,null,null,43,36,2,0,0,0
2/18/26 19:26,null,null,23,20,1,0,0,0
2/18/26 19:26,null,null,20,18,2,0,0,0
2/18/26 19:27,null,null,22,22,3,0,0,0
2/18/26 19:27,null,null,47,44,8,0,0,0
2/18/26 19:27,null,null,50,46,12,0,0,0
2/18/26 19:27,null,null,28,25,8,1,1,0
2/18/26 19:27,null,null,34,30,6,0,0,0
2/18/26 19:27,null,null,69,63,6,0,0,0
2/18/26 19:27,null,null,61,55,6,0,0,0
2/18/26 19:27,null,null,34,30,6,0,0,0
2/18/26 19:27,null,null,38,33,10,4,1,0
2/18/26 19:27,null,null,29,25,8,4,0,0
2/18/26 19:27,null,null,38,34,7,2,1,0
2/18/26 19:27,null,null,61,54,8,2,1,0
2/18/26 19:28,null,null,61,54,8,2,1,0
2/18/26 19:28,null,null,46,39,8,2,1,0
2/18/26 19:28,null,null,33,24,4,1,0,0
2/18/26 19:28,null,null,59,44,5,0,0,0
2/18/26 19:28,null,null,62,50,6,1,0,0
2/18/26 19:28,null,null,28,25,6,2,0,0
2/18/26 19:28,null,null,27,25,9,4,1,1
2/18/26 19:28,null,null,31,28,7,3,1,0
2/18/26 19:28,null,null,26,22,3,0,0,0
2/18/26 19:28,null,null,23,19,5,0,0,0
2/18/26 19:28,null,null,31,27,6,1,1,0
2/18/26 19:29,null,null,69,63,8,1,0,0
2/18/26 19:29,null,null,74,65,9,1,1,1
2/18/26 19:29,null,null,50,38,10,1,0,0
2/18/26 19:29,null,null,76,59,11,2,0,0
2/18/26 19:29,null,null,86,70,12,3,1,0
2/18/26 19:29,null,null,55,48,9,3,2,0
2/18/26 19:29,null,null,46,40,5,1,1,0
2/18/26 19:29,null,null,41,36,5,1,1,0
2/18/26 19:29,null,null,26,24,6,1,1,0
2/18/26 19:29,null,null,26,24,5,1,1,0
2/18/26 19:29,null,null,28,27,4,1,1,0
2/18/26 19:29,null,null,26,21,2,1,0,0
2/18/26 19:30,null,null,20,15,2,0,0,0
2/18/26 19:30,null,null,21,17,6,0,0,0
2/18/26 19:30,null,null,30,25,9,1,1,1
2/18/26 19:30,null,null,25,20,6,1,0,0
2/18/26 19:30,null,null,16,13,5,1,0,0
2/18/26 19:30,null,null,25,23,10,2,1,0
2/18/26 19:30,null,null,37,29,11,3,1,0
2/18/26 19:30,null,null,38,28,8,1,0,0
2/18/26 19:30,null,null,33,27,8,0,0,0
2/18/26 19:30,null,null,43,36,12,2,0,0
2/18/26 19:30,null,null,46,39,11,2,0,0
2/18/26 19:31,null,null,38,35,12,2,0,0
